Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Circ.,Solidity,IntDen,Median
Red Blood Cell - Hemoglobin Disorders.jpg,37,54064,1461.189,20.520,255,255,149.660,0.812,0.953,372603.243,255
